shortName,wpURL,wpID,wdID,WPPageCreate
bill wells (footballer),https://en.wikipedia.org/wiki/Bill_Wells_(footballer),47444915,Q20880414,NA
freda glynn,https://en.wikipedia.org/wiki/Freda_Glynn,62190293,Q72815853,2019-10-29
dorothy ross (activist),https://en.wikipedia.org/wiki/Dorothy_Ross_(activist),42938890,Q17404074,NA
henry bosch,https://en.wikipedia.org/wiki/Henry_Bosch,32019452,Q5718394,2011-06-08
justine saunders,https://en.wikipedia.org/wiki/Justine_Saunders,4282973,Q2252671,2006-03-05
bea maddock,https://en.wikipedia.org/wiki/Bea_Maddock,3018711,Q4875661,2005-10-28
patricia scott (public servant),https://en.wikipedia.org/wiki/Patricia_Scott_(public_servant),41777618,Q17054992,NA
geoffrey parsons (pianist),https://en.wikipedia.org/wiki/Geoffrey_Parsons_(pianist),19461371,Q326911,NA
margaret somerville,https://en.wikipedia.org/wiki/Margaret_Somerville,5576430,Q962122,2006-06-15
john oldham (architect),https://en.wikipedia.org/wiki/John_Oldham_(architect),29995806,Q6251198,NA
nick waterlow,https://en.wikipedia.org/wiki/Nick_Waterlow,25056261,Q7028122,2009-11-12
tony rafty,https://en.wikipedia.org/wiki/Tony_Rafty,10454797,Q1322680,2007-04-04
max gillies,https://en.wikipedia.org/wiki/Max_Gillies,3002558,Q6794794,2005-10-26
peter sculthorpe,https://en.wikipedia.org/wiki/Peter_Sculthorpe,519261,Q924162,2004-03-11
albert arlen,https://en.wikipedia.org/wiki/Albert_Arlen,20436904,Q4709647,2008-11-28
roberta mcrae,https://en.wikipedia.org/wiki/Roberta_McRae,28278458,Q7351525,2010-08-06
archie barton,https://en.wikipedia.org/wiki/Archie_Barton,38961027,Q13393125,2013-03-30
ralph elliott,https://en.wikipedia.org/wiki/Ralph_Elliott,28487238,Q2129584,2010-08-23
paddy roe,https://en.wikipedia.org/wiki/Paddy_Roe,31701156,Q7123615,2011-05-07
pat turner (aboriginal activist),https://en.wikipedia.org/wiki/Pat_Turner_(Aboriginal_activist),58154795,Q56102085,NA
richard bomball,https://en.wikipedia.org/wiki/Richard_Bomball,52991226,Q28530129,2017-01-26
ian cooper (violinist),https://en.wikipedia.org/wiki/Ian_Cooper_(violinist),32731318,Q5981281,NA
elizabeth catherine usher,https://en.wikipedia.org/wiki/Elizabeth_Catherine_Usher,56095377,Q47035000,2017-12-20
isabel mcbryde,https://en.wikipedia.org/wiki/Isabel_McBryde,45627036,Q19593762,2015-03-09
john eccles (neurophysiologist),https://en.wikipedia.org/wiki/John_Eccles_(neurophysiologist),16426,Q273223,NA
t. harri jones,https://en.wikipedia.org/wiki/T._Harri_Jones,9447971,Q15460120,NA
ralph hunt (australian politician),https://en.wikipedia.org/wiki/Ralph_Hunt_(Australian_politician),14101944,Q7287672,NA
murray hill (politician),https://en.wikipedia.org/wiki/Murray_Hill_(politician),44774510,Q18808326,NA
laurie kelly sr.,https://en.wikipedia.org/wiki/Laurie_Kelly_Sr.,27678022,Q6501623,NA
laurie kelly (politician),https://en.wikipedia.org/wiki/Laurie_Kelly_(politician),27213286,Q6501627,NA
mick young,https://en.wikipedia.org/wiki/Mick_Young,3083898,Q15500212,2005-11-05
lindsay thompson,https://en.wikipedia.org/wiki/Lindsay_Thompson,490943,Q3241453,2004-02-27
rosemary goldie,https://en.wikipedia.org/wiki/Rosemary_Goldie,26490750,Q1411381,2010-03-09
john boultbee (sport administrator),https://en.wikipedia.org/wiki/John_Boultbee_(sport_administrator),35834128,Q6222571,NA
frank arok,https://en.wikipedia.org/wiki/Frank_Arok,8160279,Q5485058,2006-11-28
nancy bird walton,https://en.wikipedia.org/wiki/Nancy_Bird_Walton,1174075,Q6962560,2004-11-16
western sydney airport,https://en.wikipedia.org/wiki/Western_Sydney_Airport,42497167,Q16903158,2014-04-15
kay cottee,https://en.wikipedia.org/wiki/Kay_Cottee,863044,Q4568202,2004-07-28
john lewis (bishop of north queensland),https://en.wikipedia.org/wiki/John_Lewis_(Bishop_of_North_Queensland),24489775,Q6244734,NA
jon muir,https://en.wikipedia.org/wiki/Jon_Muir,32297671,Q6271279,2011-07-03
peter sterling (rugby league),https://en.wikipedia.org/wiki/Peter_Sterling_(rugby_league),2743279,Q3376893,NA
gretna margaret weste,https://en.wikipedia.org/wiki/Gretna_Margaret_Weste,53059106,Q21612514,2017-02-01
william a. bradfield,https://en.wikipedia.org/wiki/William_A._Bradfield,17200158,Q322706,NA
noel vose,https://en.wikipedia.org/wiki/Noel_Vose,30330417,Q80474071,2011-01-06
alan woods (public servant),https://en.wikipedia.org/wiki/Alan_Woods_(public_servant),41628033,Q16012545,NA
walter campbell (judge),https://en.wikipedia.org/wiki/Walter_Campbell_(judge),1933109,Q465245,NA
tony blunn,https://en.wikipedia.org/wiki/Tony_Blunn,41806352,Q16104395,2014-02-01
adrien albert,https://en.wikipedia.org/wiki/Adrien_Albert,7747783,Q4685639,2006-11-02
mal bryce,https://en.wikipedia.org/wiki/Mal_Bryce,33256035,Q16106193,2011-09-30
mosman library,https://en.wikipedia.org/wiki/Mosman_Library,22895329,NA,2009-05-22
frank fenner,https://en.wikipedia.org/wiki/Frank_Fenner,1060308,Q714609,2004-10-12
charles henry grant,https://en.wikipedia.org/wiki/Charles_Henry_Grant,40998232,Q16030478,2013-11-06
john young (jurist),https://en.wikipedia.org/wiki/John_Young_(jurist),19703857,Q6265212,NA
louis waller,https://en.wikipedia.org/wiki/Louis_Waller,13489919,Q6688356,2007-09-29
fay gale,https://en.wikipedia.org/wiki/Fay_Gale,17029663,Q5438912,2008-04-21
deirdre jordan,https://en.wikipedia.org/wiki/Deirdre_Jordan,5709663,Q5252572,2006-06-25
robert marsden hope,https://en.wikipedia.org/wiki/Robert_Marsden_Hope,16960313,Q15485366,2008-04-16
sydney taylor,https://en.wikipedia.org/wiki/Sydney_Taylor,16288607,Q7660168,2008-03-14
sydney taylor book award,https://en.wikipedia.org/wiki/Sydney_Taylor_Book_Award,5317722,Q2373772,2006-05-27
derek fuller wrigley,https://en.wikipedia.org/wiki/Derek_Fuller_Wrigley,31497287,Q5261976,2011-04-14
allan roy sefton,https://en.wikipedia.org/wiki/Allan_Roy_Sefton,37825921,Q4730948,2012-12-04
joan winch,https://en.wikipedia.org/wiki/Joan_Winch,31894646,Q26236261,2011-05-26
llew edwards (politician),https://en.wikipedia.org/wiki/Llew_Edwards_(politician),1262205,Q16096978,NA
milton morris,https://en.wikipedia.org/wiki/Milton_Morris,26306335,Q6861349,2010-02-23
don laidlaw,https://en.wikipedia.org/wiki/Don_Laidlaw,44712316,Q18645771,2014-12-14
david andrew,https://en.wikipedia.org/wiki/David_Andrew,20174662,Q5230778,2008-11-12
les murray (poet),https://en.wikipedia.org/wiki/Les_Murray_(poet),3194103,Q259841,NA
kathleen fitzpatrick (australian academic),https://en.wikipedia.org/wiki/Kathleen_Fitzpatrick_(Australian_academic),22381650,Q6376704,NA
ann newmarch,https://en.wikipedia.org/wiki/Ann_Newmarch,44380171,Q19276811,2014-11-12
janet karin,https://en.wikipedia.org/wiki/Janet_Karin,21085566,Q6153421,2009-01-14
romaldo giurgola,https://en.wikipedia.org/wiki/Romaldo_Giurgola,1671232,Q3036213,2005-03-30
clement semmler,https://en.wikipedia.org/wiki/Clement_Semmler,32361863,Q5131405,2011-07-09
geoffrey chard,https://en.wikipedia.org/wiki/Geoffrey_Chard,25792088,Q5534510,2010-01-13
thelma clune,https://en.wikipedia.org/wiki/Thelma_Clune,62573839,Q78315337,2019-12-13
judy cassab,https://en.wikipedia.org/wiki/Judy_Cassab,2765666,Q6304372,2005-09-26
trevor swan,https://en.wikipedia.org/wiki/Trevor_Swan,11872200,Q7839452,2007-06-20
brian johns (businessman),https://en.wikipedia.org/wiki/Brian_Johns_(businessman),48968228,Q21908103,NA
brian gibson (politician),https://en.wikipedia.org/wiki/Brian_Gibson_(politician),12415775,Q4963837,NA
eve mahlab,https://en.wikipedia.org/wiki/Eve_Mahlab,23124408,Q5416183,2009-06-06
quentin bryce,https://en.wikipedia.org/wiki/Quentin_Bryce,698446,Q229300,2004-06-02
peter hollingworth,https://en.wikipedia.org/wiki/Peter_Hollingworth,223893,Q1354229,2003-05-09
clare stevenson,https://en.wikipedia.org/wiki/Clare_Stevenson,21057831,Q5126256,2009-01-12
john friedrich (fraudster),https://en.wikipedia.org/wiki/John_Friedrich_(fraudster),2330773,Q6234260,NA
barrie west,https://en.wikipedia.org/wiki/Barrie_West,36194539,Q4863534,2012-06-20
ralph sarich,https://en.wikipedia.org/wiki/Ralph_Sarich,5126337,Q7288063,2006-05-13
william deane,https://en.wikipedia.org/wiki/William_Deane,373280,Q267745,2003-11-20
nigel bowen,https://en.wikipedia.org/wiki/Nigel_Bowen,13491469,Q1563218,2007-09-29
gerard brennan,https://en.wikipedia.org/wiki/Gerard_Brennan,741215,Q3778295,2004-06-21
peter scott (canoeist),https://en.wikipedia.org/wiki/Peter_Scott_(canoeist),22691368,Q7176832,NA
ron casey (sydney broadcaster),https://en.wikipedia.org/wiki/Ron_Casey_(Sydney_broadcaster),15401801,Q7363611,NA
david david (surgeon),https://en.wikipedia.org/wiki/David_David_(surgeon),63115342,Q85171499,NA
david penington,https://en.wikipedia.org/wiki/David_Penington,24661848,Q5238499,2009-10-12
colin jamieson,https://en.wikipedia.org/wiki/Colin_Jamieson,13951387,Q5145237,2007-10-28
neville wran,https://en.wikipedia.org/wiki/Neville_Wran,1346106,Q1429468,2004-12-31
william heseltine,https://en.wikipedia.org/wiki/William_Heseltine,3643178,Q8012278,2006-01-07
robert evans (astronomer),https://en.wikipedia.org/wiki/Robert_Evans_(astronomer),3628502,Q944851,NA
max basheer,https://en.wikipedia.org/wiki/Max_Basheer,7217721,Q6794560,2006-09-30
neale fraser,https://en.wikipedia.org/wiki/Neale_Fraser,2199552,Q715173,2005-07-09
john avery (police officer),https://en.wikipedia.org/wiki/John_Avery_(police_officer),1624907,Q16106169,NA
william edward murray,https://en.wikipedia.org/wiki/William_Edward_Murray,26924885,Q462703,2010-04-12
ingo renner,https://en.wikipedia.org/wiki/Ingo_Renner,15348131,Q3150949,2008-01-21
dale caterson,https://en.wikipedia.org/wiki/Dale_Caterson,57241052,Q47306756,2018-04-26
ion popa (rower),https://en.wikipedia.org/wiki/Ion_Popa_(rower),36643599,Q6063285,NA
andrew cooper,https://en.wikipedia.org/wiki/Andrew_Cooper,21381416,Q4756670,2009-02-03
richard carter (actor),https://en.wikipedia.org/wiki/Richard_Carter_(actor),10971760,Q7324644,NA
peter antonie,https://en.wikipedia.org/wiki/Peter_Antonie,3624985,Q2073706,2006-01-05
james tomkins (rower),https://en.wikipedia.org/wiki/James_Tomkins_(rower),906963,Q1681200,NA
adair ferguson,https://en.wikipedia.org/wiki/Adair_Ferguson,57209782,Q38363893,2018-04-23
keith rayner,https://en.wikipedia.org/wiki/Keith_Rayner,15783742,Q6384932,2008-02-16
lawrence alexander sidney johnson,https://en.wikipedia.org/wiki/Lawrence_Alexander_Sidney_Johnson,2507439,Q3090721,2005-08-21
arthur birch (organic chemist),https://en.wikipedia.org/wiki/Arthur_Birch_(organic_chemist),1523443,Q708668,NA
fred grimwade,https://en.wikipedia.org/wiki/Fred_Grimwade,33259177,Q5495315,2011-09-30
james wolfensohn,https://en.wikipedia.org/wiki/James_Wolfensohn,705853,Q504387,2004-06-05
bill collins (television presenter),https://en.wikipedia.org/wiki/Bill_Collins_(television_presenter),4272426,Q4908529,NA
nina christesen,https://en.wikipedia.org/wiki/Nina_Christesen,56158326,Q46998923,2017-12-29
ronald berndt,https://en.wikipedia.org/wiki/Ronald_Berndt,22806612,Q1540235,2009-05-15
raymond martin (academic),https://en.wikipedia.org/wiki/Raymond_Martin_(academic),13752064,Q7298992,NA
catherine berndt,https://en.wikipedia.org/wiki/Catherine_Berndt,22806711,Q5052541,2009-05-15
freda whitlam,https://en.wikipedia.org/wiki/Freda_Whitlam,57816990,Q56433757,2018-07-03
phyllis duguid,https://en.wikipedia.org/wiki/Phyllis_Duguid,60407854,Q47523498,2019-04-04
ian gawler,https://en.wikipedia.org/wiki/Ian_Gawler,29992189,Q5981618,2010-12-09
harry dean (politician),https://en.wikipedia.org/wiki/Harry_Dean_(politician),26105413,Q16013822,NA
charles perkins (aboriginal activist),https://en.wikipedia.org/wiki/Charles_Perkins_(Aboriginal_activist),1698688,Q1065753,NA
carla zampatti,https://en.wikipedia.org/wiki/Carla_Zampatti,17989313,Q5041122,2008-06-17
cedar prest,https://en.wikipedia.org/wiki/Cedar_Prest,38391597,Q16105457,2013-02-01
bruce petty,https://en.wikipedia.org/wiki/Bruce_Petty,1174200,Q4978139,2004-11-16
jan sedivka,https://en.wikipedia.org/wiki/Jan_Sedivka,24082835,Q6149886,2009-08-23
don burrows,https://en.wikipedia.org/wiki/Don_Burrows,1677160,Q1238986,2005-04-01
fred parslow,https://en.wikipedia.org/wiki/Fred_Parslow,53091384,Q28655886,2017-02-05
john cargher,https://en.wikipedia.org/wiki/John_Cargher,13457897,Q6225137,2007-09-27
david malouf,https://en.wikipedia.org/wiki/David_Malouf,1213430,Q506430,2004-11-27
kenneth jack,https://en.wikipedia.org/wiki/Kenneth_Jack,5623601,Q15489452,2006-06-19
eric bogle,https://en.wikipedia.org/wiki/Eric_Bogle,415848,Q543737,2003-12-30
peter elliott (bishop),https://en.wikipedia.org/wiki/Peter_Elliott_(bishop),54607712,Q2076062,NA
john williams (guitarist),https://en.wikipedia.org/wiki/John_Williams_(guitarist),154556,Q370293,NA
peter orlebar bishop,https://en.wikipedia.org/wiki/Peter_Orlebar_Bishop,63363687,Q21165195,2020-03-13
nicholas hasluck,https://en.wikipedia.org/wiki/Nicholas_Hasluck,8543893,Q13494301,2006-12-21
anne bower ingram,https://en.wikipedia.org/wiki/Anne_Bower_Ingram,52064402,Q27506019,2016-10-22
roger covell,https://en.wikipedia.org/wiki/Roger_Covell,17998587,Q7358034,2008-06-18
dorothy hewett,https://en.wikipedia.org/wiki/Dorothy_Hewett,1173073,Q201433,2004-11-15
claire dan,https://en.wikipedia.org/wiki/Claire_Dan,38034195,Q5125178,2012-12-27
arnold drury,https://en.wikipedia.org/wiki/Arnold_Drury,20352029,Q4795020,2008-11-23
isabel flick,https://en.wikipedia.org/wiki/Isabel_Flick,48653221,Q21597837,2015-11-26
derek deighton,https://en.wikipedia.org/wiki/Derek_Deighton,48318321,Q21996944,2015-10-22
peter finch,https://en.wikipedia.org/wiki/Peter_Finch,170975,Q294454,2003-01-19
xavier connor,https://en.wikipedia.org/wiki/Xavier_Connor,3569012,Q8043222,2005-12-30
victor chang,https://en.wikipedia.org/wiki/Victor_Chang,1028946,Q3557223,2004-09-30
jack wright (politician),https://en.wikipedia.org/wiki/Jack_Wright_(politician),42263238,Q16014216,NA
kenneth chan (rower),https://en.wikipedia.org/wiki/Kenneth_Chan_(rower),58164788,Q47348920,NA
david smith (public servant),https://en.wikipedia.org/wiki/David_Smith_(public_servant),1147867,Q5239905,NA
germaine joplin,https://en.wikipedia.org/wiki/Germaine_Joplin,35724220,Q5550997,2012-05-05
isabel joy bear,https://en.wikipedia.org/wiki/Isabel_Joy_Bear,63087663,Q84864810,2020-02-11
brian tobin (tennis),https://en.wikipedia.org/wiki/Brian_Tobin_(tennis),59089425,Q202053,NA
tony mundine (boxer),https://en.wikipedia.org/wiki/Tony_Mundine_(boxer),2443025,Q7823034,NA
tom bellew,https://en.wikipedia.org/wiki/Tom_Bellew,51766945,Q27044064,2016-09-27
paul wild (australian scientist),https://en.wikipedia.org/wiki/Paul_Wild_(Australian_scientist),610478,Q742571,NA
john henry carver,https://en.wikipedia.org/wiki/John_Henry_Carver,24431203,Q6238764,2009-09-22
norman oakes,https://en.wikipedia.org/wiki/Norman_Oakes,43705109,Q17742181,2014-08-31
francis peter de campo,https://en.wikipedia.org/wiki/Francis_Peter_de_Campo,40888855,Q16014043,2013-10-25
rodney johnson (sport shooter),https://en.wikipedia.org/wiki/Rodney_Johnson_(sport_shooter),46962260,Q20737682,NA
paul hogan,https://en.wikipedia.org/wiki/Paul_Hogan,693780,Q296641,2004-05-31
hugh gordon (parasitologist),https://en.wikipedia.org/wiki/Hugh_Gordon_(parasitologist),9392580,Q16015490,NA
kevin nichols,https://en.wikipedia.org/wiki/Kevin_Nichols,26010486,Q533741,2010-01-31
lindsay gaze,https://en.wikipedia.org/wiki/Lindsay_Gaze,1894559,Q2033551,2005-05-16
edwina kennedy,https://en.wikipedia.org/wiki/Edwina_Kennedy,60555434,Q48063439,2019-04-21
martin glaessner,https://en.wikipedia.org/wiki/Martin_Glaessner,10134281,Q1903849,2007-03-19
peter henderson (australian public servant),https://en.wikipedia.org/wiki/Peter_Henderson_(Australian_public_servant),41898147,Q16090819,NA
lee robinson (director),https://en.wikipedia.org/wiki/Lee_Robinson_(director),24456243,Q3228926,NA
don cooley,https://en.wikipedia.org/wiki/Don_Cooley,62776639,Q81375148,2020-01-08
myra roper,https://en.wikipedia.org/wiki/Myra_Roper,55022479,Q38081476,2017-08-25
peter cosgrove,https://en.wikipedia.org/wiki/Peter_Cosgrove,1042746,Q976974,2004-10-05
david martin (governor),https://en.wikipedia.org/wiki/David_Martin_(governor),2760974,Q5237169,NA
clarrie hermes,https://en.wikipedia.org/wiki/Clarrie_Hermes,51149736,Q26179605,2016-07-24
leycester meares,https://en.wikipedia.org/wiki/Leycester_Meares,6823789,Q6537982,2006-09-03
galarrwuy yunupingu,https://en.wikipedia.org/wiki/Galarrwuy_Yunupingu,1072712,Q5517966,2004-10-16
clifton pugh,https://en.wikipedia.org/wiki/Clifton_Pugh,2762177,Q5133302,2005-09-25
ursula hoff,https://en.wikipedia.org/wiki/Ursula_Hoff,25418558,Q7901244,2009-12-13
lloyd rees,https://en.wikipedia.org/wiki/Lloyd_Rees,2909060,Q3257539,2005-10-15
neville gruzman,https://en.wikipedia.org/wiki/Neville_Gruzman,13378757,Q7004704,2007-09-21
frank moorhouse,https://en.wikipedia.org/wiki/Frank_Moorhouse,2048606,Q305402,2005-06-15
colin madigan,https://en.wikipedia.org/wiki/Colin_Madigan,7740626,Q5145318,2006-11-02
inge king,https://en.wikipedia.org/wiki/Inge_King,14336886,Q70193,2007-11-20
albert tucker (artist),https://en.wikipedia.org/wiki/Albert_Tucker_(artist),1890104,Q3631144,NA
thomas william holmes,https://en.wikipedia.org/wiki/Thomas_William_Holmes,1864948,Q7795152,2005-05-10
alexander clifford beauglehole,https://en.wikipedia.org/wiki/Alexander_Clifford_Beauglehole,42607706,Q16744919,2014-04-28
arnold robert mcgill,https://en.wikipedia.org/wiki/Arnold_Robert_McGill,6671466,Q4795223,2006-08-24
david butler (general),https://en.wikipedia.org/wiki/David_Butler_(general),24115900,Q5231970,NA
stephen fitzgerald (diplomat),https://en.wikipedia.org/wiki/Stephen_FitzGerald_(diplomat),49224216,Q22277799,NA
rupert murdoch,https://en.wikipedia.org/wiki/Rupert_Murdoch,26091,Q53944,2001-10-23
charles jones (australian politician),https://en.wikipedia.org/wiki/Charles_Jones_(Australian_politician),3907147,Q5079574,NA
jim scully (public servant),https://en.wikipedia.org/wiki/Jim_Scully_(public_servant),43190089,Q18166458,NA
russell ebert,https://en.wikipedia.org/wiki/Russell_Ebert,1010228,Q7381483,2004-09-23
gil langley,https://en.wikipedia.org/wiki/Gil_Langley,2385347,Q5560556,2005-08-05
will baillieu,https://en.wikipedia.org/wiki/Will_Baillieu,58220992,Q56192126,2018-08-21
myer kangan,https://en.wikipedia.org/wiki/Myer_Kangan,50535795,Q24056130,2016-05-14
william albany mckenzie,https://en.wikipedia.org/wiki/William_Albany_McKenzie,53087969,Q28655346,2017-02-04
kerry packer,https://en.wikipedia.org/wiki/Kerry_Packer,173686,Q1412816,2003-01-24
joyce nicholson,https://en.wikipedia.org/wiki/Joyce_Nicholson,9119558,Q6297597,2007-01-26
john manning ward,https://en.wikipedia.org/wiki/John_Manning_Ward,25674314,Q15438926,2010-01-04
allan mcfarlane,https://en.wikipedia.org/wiki/Allan_McFarlane,38391948,Q4730837,2013-02-01
vivienne binns,https://en.wikipedia.org/wiki/Vivienne_Binns,12342374,Q7937875,2007-07-20
david williamson,https://en.wikipedia.org/wiki/David_Williamson,534672,Q968980,2004-03-18
r. d. fitzgerald,https://en.wikipedia.org/wiki/R._D._Fitzgerald,3072334,Q7273560,NA
"maie casey, baroness casey","https://en.wikipedia.org/wiki/Maie_Casey,_Baroness_Casey",17711861,Q6735545,NA
john roslyn garnet,https://en.wikipedia.org/wiki/John_Roslyn_Garnet,42605811,Q6453231,2014-04-28
david mcleish,https://en.wikipedia.org/wiki/David_McLeish,12304090,Q5237421,2007-07-18
charles fenton,https://en.wikipedia.org/wiki/Charles_Fenton,40150215,Q16018429,2013-08-04
syd einfeld,https://en.wikipedia.org/wiki/Syd_Einfeld,17818402,Q7659676,2008-06-07
des corcoran,https://en.wikipedia.org/wiki/Des_Corcoran,587792,Q5263447,2004-04-10
kath anderson,https://en.wikipedia.org/wiki/Kath_Anderson,27925554,Q6376053,2010-07-03
