shortName,wpURL,wpID,wdID,WPPageCreate
mickey dewar,https://en.wikipedia.org/wiki/Mickey_Dewar,53927769,Q29639545,2017-05-01
chloe munro,https://en.wikipedia.org/wiki/Chloe_Munro,61910613,Q70276565,2019-09-29
dorothy isaksen,https://en.wikipedia.org/wiki/Dorothy_Isaksen,25505998,Q5298468,2009-12-20
michael coper,https://en.wikipedia.org/wiki/Michael_Coper,59640669,Q65091680,2019-01-12
patrick daley,https://en.wikipedia.org/wiki/Patrick_Daley,8198715,Q7146320,2006-11-30
evonne goolagong cawley,https://en.wikipedia.org/wiki/Evonne_Goolagong_Cawley,258756,Q228559,2003-07-03
heather mckay,https://en.wikipedia.org/wiki/Heather_McKay,457960,Q538855,2004-02-07
betty cuthbert,https://en.wikipedia.org/wiki/Betty_Cuthbert,70740,Q166534,2002-08-12
david johnston (admiral),https://en.wikipedia.org/wiki/David_Johnston_(admiral),42375401,Q16730377,NA
mark brewer (army),https://en.wikipedia.org/wiki/Mark_Brewer_(army),54210399,Q30123188,NA
belinda clark,https://en.wikipedia.org/wiki/Belinda_Clark,2114022,Q3195953,2005-06-25
michael turtur,https://en.wikipedia.org/wiki/Michael_Turtur,21306890,Q268352,2009-01-29
john gaden,https://en.wikipedia.org/wiki/John_Gaden,46295410,Q19873597,2015-04-02
john siddons,https://en.wikipedia.org/wiki/John_Siddons,20156852,Q6257825,2008-11-10
gillian rolton,https://en.wikipedia.org/wiki/Gillian_Rolton,4215251,Q275533,2006-02-27
ingrid moses,https://en.wikipedia.org/wiki/Ingrid_Moses,3188345,Q6033244,2005-11-18
ezio rizzardo,https://en.wikipedia.org/wiki/Ezio_Rizzardo,58767612,Q15809092,2018-10-16
michael barber (academic),https://en.wikipedia.org/wiki/Michael_Barber_(academic),50219785,Q25183911,NA
jennifer l. martin,https://en.wikipedia.org/wiki/Jennifer_L._Martin,43548248,Q17517193,NA
martin banwell,https://en.wikipedia.org/wiki/Martin_Banwell,10323939,Q6774939,2007-03-28
meg lees,https://en.wikipedia.org/wiki/Meg_Lees,917290,Q6665972,2004-08-21
scott w. sloan,https://en.wikipedia.org/wiki/Scott_W._Sloan,46867323,Q15847000,NA
maree teesson,https://en.wikipedia.org/wiki/Maree_Teesson,56520119,Q47985601,2018-02-07
liz ellis,https://en.wikipedia.org/wiki/Liz_Ellis,1021093,Q6660117,2004-09-27
karrie webb,https://en.wikipedia.org/wiki/Karrie_Webb,1036386,Q271024,2004-10-03
mukesh haikerwal,https://en.wikipedia.org/wiki/Mukesh_Haikerwal,15930364,Q6933432,2008-02-24
ted pickering,https://en.wikipedia.org/wiki/Ted_Pickering,25672060,Q7693605,2010-01-04
john castrilli,https://en.wikipedia.org/wiki/John_Castrilli,17557929,Q6225512,2008-05-22
anthony s. weiss,https://en.wikipedia.org/wiki/Anthony_S._Weiss,49479613,Q24026250,NA
david andrew sinclair,https://en.wikipedia.org/wiki/David_Andrew_Sinclair,7804853,Q5239823,2006-11-06
shane gould,https://en.wikipedia.org/wiki/Shane_Gould,409850,Q231374,2003-12-21
michele timms,https://en.wikipedia.org/wiki/Michele_Timms,161248,Q2019543,2002-12-24
lucette aldous,https://en.wikipedia.org/wiki/Lucette_Aldous,10316743,Q6696526,2007-03-28
dennis young (australian politician),https://en.wikipedia.org/wiki/Dennis_Young_(Australian_politician),36148001,Q5259088,NA
john mildren,https://en.wikipedia.org/wiki/John_Mildren,17848806,Q6248727,2008-06-09
allan fife,https://en.wikipedia.org/wiki/Allan_Fife,60333557,Q76788845,2019-03-26
bruce maslin,https://en.wikipedia.org/wiki/Bruce_Maslin,10492095,Q2926444,2007-04-06
bernard salt,https://en.wikipedia.org/wiki/Bernard_Salt,27551152,Q4893618,2010-05-31
archibald park,https://en.wikipedia.org/wiki/Archibald_Park,40953199,Q15999360,2013-11-02
ranjana srivastava,https://en.wikipedia.org/wiki/Ranjana_Srivastava,51163682,Q26702925,2016-07-25
peter jones (drummer),https://en.wikipedia.org/wiki/Peter_Jones_(drummer),1604460,Q2654746,NA
emma mckeon,https://en.wikipedia.org/wiki/Emma_McKeon,43386927,Q14638241,2014-07-24
kevin bell (judge),https://en.wikipedia.org/wiki/Kevin_Bell_(judge),15907128,Q6395823,NA
john hamilton bowie,https://en.wikipedia.org/wiki/John_Hamilton_Bowie,36605100,Q11206860,2012-08-01
kim brennan,https://en.wikipedia.org/wiki/Kim_Brennan,30748679,Q576663,2011-02-04
stuart mayer,https://en.wikipedia.org/wiki/Stuart_Mayer,43033874,Q17198330,2014-06-12
peter woolcott,https://en.wikipedia.org/wiki/Peter_Woolcott,10863364,Q17061673,2007-04-24
dave mckee,https://en.wikipedia.org/wiki/Dave_McKee,47212720,Q20742222,2015-07-11
david mckee wright,https://en.wikipedia.org/wiki/David_McKee_Wright,6255065,Q5237392,2006-08-04
colin l. masters,https://en.wikipedia.org/wiki/Colin_L._Masters,58130411,Q1108510,NA
rebecca peters,https://en.wikipedia.org/wiki/Rebecca_Peters,1523944,Q7301864,2005-02-19
larry sitsky,https://en.wikipedia.org/wiki/Larry_Sitsky,2722379,Q6491115,2005-09-21
andrew stewart coats,https://en.wikipedia.org/wiki/Andrew_Stewart_Coats,31039852,Q4757555,2011-02-28
susan wakil,https://en.wikipedia.org/wiki/Susan_Wakil,62609036,Q83499481,2019-12-18
mark webber,https://en.wikipedia.org/wiki/Mark_Webber,564161,Q82667,2004-03-30
richard harvey (scientist),https://en.wikipedia.org/wiki/Richard_Harvey_(scientist),50545389,Q24067156,NA
phil kearns,https://en.wikipedia.org/wiki/Phil_Kearns,6427210,Q3378800,2006-08-13
robbie mcewen,https://en.wikipedia.org/wiki/Robbie_McEwen,1484348,Q317118,2005-02-09
rosemary craddock,https://en.wikipedia.org/wiki/Rosemary_Craddock,61930576,Q69386682,2019-10-01
max lu,https://en.wikipedia.org/wiki/Max_Lu,50272406,Q24572188,2016-04-22
melinda gainsford-taylor,https://en.wikipedia.org/wiki/Melinda_Gainsford-Taylor,10640278,Q456778,NA
joanna gash,https://en.wikipedia.org/wiki/Joanna_Gash,565985,Q6205834,2004-03-31
carol liston,https://en.wikipedia.org/wiki/Carol_Liston,60803118,Q63940037,2019-05-19
greg craven (academic),https://en.wikipedia.org/wiki/Greg_Craven_(academic),3863812,Q5605448,NA
jane den hollander,https://en.wikipedia.org/wiki/Jane_den_Hollander,29644896,Q6152989,2010-11-18
helen durham,https://en.wikipedia.org/wiki/Helen_Durham,45063065,Q18808576,2015-01-15
ahmed fahour,https://en.wikipedia.org/wiki/Ahmed_Fahour,3758957,Q16119735,2006-01-18
mick fanning,https://en.wikipedia.org/wiki/Mick_Fanning,9624799,Q1140016,2007-02-21
paul kelly (australian musician),https://en.wikipedia.org/wiki/Paul_Kelly_(Australian_musician),43292,Q952656,NA
ken lay (police officer),https://en.wikipedia.org/wiki/Ken_Lay_(police_officer),33805302,Q6388005,NA
bob ellicott,https://en.wikipedia.org/wiki/Bob_Ellicott,13371310,Q4932363,2007-09-21
julia gillard,https://en.wikipedia.org/wiki/Julia_Gillard,519437,Q41563,2004-03-11
andrew bruce holmes,https://en.wikipedia.org/wiki/Andrew_Bruce_Holmes,36802569,Q4756462,2012-08-22
martin parkinson,https://en.wikipedia.org/wiki/Martin_Parkinson,31778393,Q16734169,2011-05-15
kate warner,https://en.wikipedia.org/wiki/Kate_Warner,44352518,Q18571481,2014-11-09
maryann bin-sallik,https://en.wikipedia.org/wiki/MaryAnn_Bin-Sallik,57723915,Q55106303,NA
john brumby,https://en.wikipedia.org/wiki/John_Brumby,2008004,Q3108047,2005-06-08
nick cave,https://en.wikipedia.org/wiki/Nick_Cave,87536,Q192668,2002-09-19
keryn williams,https://en.wikipedia.org/wiki/Keryn_Williams,52989395,Q28530096,2017-01-26
charles wade,https://en.wikipedia.org/wiki/Charles_Wade,2771190,Q2960419,2005-09-26
madison wilson,https://en.wikipedia.org/wiki/Madison_Wilson,47430128,Q20754732,2015-08-04
john williams (new south wales state politician),https://en.wikipedia.org/wiki/John_Williams_(New_South_Wales_state_politician),13940236,Q6264319,NA
tiffany thomas kane,https://en.wikipedia.org/wiki/Tiffany_Thomas_Kane,47249464,Q21063491,2015-07-15
robert cook (australian politician),https://en.wikipedia.org/wiki/Robert_Cook_(Australian_politician),16319052,Q7343082,NA
john crook (politician),https://en.wikipedia.org/wiki/John_Crook_(politician),25625706,Q6227714,NA
lou lieberman,https://en.wikipedia.org/wiki/Lou_Lieberman,3835137,Q6685602,2006-01-25
neville graeme marchant,https://en.wikipedia.org/wiki/Neville_Graeme_Marchant,17806905,Q9049700,2008-06-06
lleyton hewitt,https://en.wikipedia.org/wiki/Lleyton_Hewitt,17915,Q180104,2001-05-14
lisa wilkinson,https://en.wikipedia.org/wiki/Lisa_Wilkinson,9256979,Q12072926,2007-02-01
joseph tawadros,https://en.wikipedia.org/wiki/Joseph_Tawadros,13047506,Q6287369,2007-09-01
warren pitt,https://en.wikipedia.org/wiki/Warren_Pitt,21400153,Q7970426,2009-02-04
robert stanley pontifex,https://en.wikipedia.org/wiki/Robert_Stanley_Pontifex,49222401,Q23020623,2016-01-25
geoffrey simpson,https://en.wikipedia.org/wiki/Geoffrey_Simpson,25635214,Q3105259,2009-12-31
barry wilde,https://en.wikipedia.org/wiki/Barry_Wilde,27215798,Q4864893,2010-05-04
geoff williams (footballer),https://en.wikipedia.org/wiki/Geoff_Williams_(footballer),12571206,Q5534377,NA
andrew vlahov,https://en.wikipedia.org/wiki/Andrew_Vlahov,3665672,Q658819,2006-01-09
fred johnson (australian footballer),https://en.wikipedia.org/wiki/Fred_Johnson_(Australian_footballer),41105410,Q15998830,NA
david goodall (botanist),https://en.wikipedia.org/wiki/David_Goodall_(botanist),25504547,Q5240703,NA
geoff lyons,https://en.wikipedia.org/wiki/Geoff_Lyons,28506870,Q5534212,2010-08-24
nick garratt,https://en.wikipedia.org/wiki/Nick_Garratt,5540466,Q7027166,2006-06-13
tracey moffatt,https://en.wikipedia.org/wiki/Tracey_Moffatt,30862730,Q1284772,2005-07-25
brendan nelson,https://en.wikipedia.org/wiki/Brendan_Nelson,583547,Q908749,2004-04-08
susan h. spence,https://en.wikipedia.org/wiki/Susan_H._Spence,44314738,Q19879319,NA
susan stocklmayer,https://en.wikipedia.org/wiki/Susan_Stocklmayer,58989932,Q58333669,2018-11-07
henry ergas,https://en.wikipedia.org/wiki/Henry_Ergas,3025241,Q5720872,2005-10-29
patricia vickers-rich,https://en.wikipedia.org/wiki/Patricia_Vickers-Rich,35360943,Q1687903,NA
chennupati jagadish,https://en.wikipedia.org/wiki/Chennupati_Jagadish,48911249,Q22277337,2015-12-25
rod laver,https://en.wikipedia.org/wiki/Rod_Laver,221421,Q105550,2003-05-04
allan myers,https://en.wikipedia.org/wiki/Allan_Myers,43183013,Q17306322,2014-06-30
maria myers,https://en.wikipedia.org/wiki/Maria_Myers,49217766,Q22262370,2016-01-25
john pascoe,https://en.wikipedia.org/wiki/John_Pascoe,1926291,Q6252008,2005-05-22
mike rann,https://en.wikipedia.org/wiki/Mike_Rann,335453,Q3108729,2003-10-06
michael andrew (management consultant),https://en.wikipedia.org/wiki/Michael_Andrew_(management_consultant),43649194,Q17627258,NA
elizabeth broderick,https://en.wikipedia.org/wiki/Elizabeth_Broderick,43537925,Q17505046,2014-08-12
geraldine brooks (writer),https://en.wikipedia.org/wiki/Geraldine_Brooks_(writer),1179445,Q260011,NA
david walsh (art collector),https://en.wikipedia.org/wiki/David_Walsh_(art_collector),30594478,Q5240807,NA
richard ackland,https://en.wikipedia.org/wiki/Richard_Ackland,31030234,Q7323629,2011-02-28
david evans (victorian politician),https://en.wikipedia.org/wiki/David_Evans_(Victorian_politician),43233346,Q17385895,NA
joseph forshaw,https://en.wikipedia.org/wiki/Joseph_Forshaw,6948556,Q1707628,2006-09-11
jackie french,https://en.wikipedia.org/wiki/Jackie_French,4580430,Q542933,2006-03-31
michael aird,https://en.wikipedia.org/wiki/Michael_Aird,3440826,Q6828140,2005-12-16
patsy biscoe,https://en.wikipedia.org/wiki/Patsy_Biscoe,4781890,Q7148219,2006-04-17
heather reid (sports administrator),https://en.wikipedia.org/wiki/Heather_Reid_(sports_administrator),60723777,Q63676256,NA
betty kitchener,https://en.wikipedia.org/wiki/Betty_Kitchener,34162428,Q4898881,2011-12-23
craig knowles,https://en.wikipedia.org/wiki/Craig_Knowles,2806146,Q5181125,2005-10-01
bob lay,https://en.wikipedia.org/wiki/Bob_Lay,54398357,Q26728660,2017-06-26
stephen loosley,https://en.wikipedia.org/wiki/Stephen_Loosley,18071558,Q7609817,2008-06-22
daniel mcdaniel,https://en.wikipedia.org/wiki/Daniel_McDaniel,40772977,Q16732270,2013-10-12
ann symonds,https://en.wikipedia.org/wiki/Ann_Symonds,25672592,Q4766698,2010-01-04
stuart smith (general),https://en.wikipedia.org/wiki/Stuart_Smith_(general),38363101,Q6134617,NA
adrian pagan,https://en.wikipedia.org/wiki/Adrian_Pagan,23534175,Q4685258,2009-07-08
brendan crabb,https://en.wikipedia.org/wiki/Brendan_Crabb,36258114,Q16196411,2012-06-26
janice reid,https://en.wikipedia.org/wiki/Janice_Reid,56725893,Q50300282,2018-03-02
layne beachley,https://en.wikipedia.org/wiki/Layne_Beachley,1638687,Q433859,2005-03-23
stephen brady,https://en.wikipedia.org/wiki/Stephen_Brady,19451379,Q7608762,2008-09-24
milton hearn,https://en.wikipedia.org/wiki/Milton_Hearn,47425776,Q20950027,2015-08-04
martin holzberger,https://en.wikipedia.org/wiki/Martin_Holzberger,40331024,Q16729894,2013-08-23
john croucher,https://en.wikipedia.org/wiki/John_Croucher,54350648,Q30348972,2017-06-20
rosalind croucher,https://en.wikipedia.org/wiki/Rosalind_Croucher,54346671,Q30342495,2017-06-20
deborah de williams,https://en.wikipedia.org/wiki/Deborah_De_Williams,35751307,Q5248227,2012-05-08
yvonne hill,https://en.wikipedia.org/wiki/Yvonne_Hill,58339495,Q11903103,2018-08-30
charlie king (sports broadcaster),https://en.wikipedia.org/wiki/Charlie_King_(sports_broadcaster),4001317,Q5085119,NA
diana warnock,https://en.wikipedia.org/wiki/Diana_Warnock,15022389,Q5271336,2008-01-03
rachael sporn,https://en.wikipedia.org/wiki/Rachael_Sporn,18531021,Q2021635,2008-07-21
angus houston,https://en.wikipedia.org/wiki/Angus_Houston,1753448,Q2849811,2005-04-17
jacki weaver,https://en.wikipedia.org/wiki/Jacki_Weaver,30862299,Q241897,2005-07-21
john bryson (author),https://en.wikipedia.org/wiki/John_Bryson_(author),16739933,Q6223706,NA
carol cooke,https://en.wikipedia.org/wiki/Carol_Cooke,36348082,Q5044294,2012-07-06
robert de castella,https://en.wikipedia.org/wiki/Robert_de_Castella,1131264,Q728634,2004-11-04
michael egan (australian politician),https://en.wikipedia.org/wiki/Michael_Egan_(Australian_politician),2836753,Q6830088,NA
richard johnson (architect),https://en.wikipedia.org/wiki/Richard_Johnson_(architect),26950693,Q7326891,NA
peter muller (architect),https://en.wikipedia.org/wiki/Peter_Muller_(architect),31483947,Q7175983,NA
bob oatley,https://en.wikipedia.org/wiki/Bob_Oatley,49056599,Q22001998,2016-01-10
rosemary owens,https://en.wikipedia.org/wiki/Rosemary_Owens,20642273,Q16202701,2008-10-30
dawn lawrie,https://en.wikipedia.org/wiki/Dawn_Lawrie,29418379,Q5242462,2010-10-31
ruth fincher,https://en.wikipedia.org/wiki/Ruth_Fincher,43555446,Q17509076,2014-08-14
kieran modra,https://en.wikipedia.org/wiki/Kieran_Modra,19215704,Q6405429,2008-09-07
ian campbell (public servant),https://en.wikipedia.org/wiki/Ian_Campbell_(public_servant),42378454,Q16202249,NA
ed byrne (neuroscientist),https://en.wikipedia.org/wiki/Ed_Byrne_(neuroscientist),23543257,Q5342122,NA
brenton broadstock,https://en.wikipedia.org/wiki/Brenton_Broadstock,10406693,Q392099,2007-04-01
geoffrey rush,https://en.wikipedia.org/wiki/Geoffrey_Rush,171515,Q166272,2003-01-20
rob moodie (doctor),https://en.wikipedia.org/wiki/Rob_Moodie_(doctor),8964920,Q7340387,NA
alicia coutts,https://en.wikipedia.org/wiki/Alicia_Coutts,27241185,Q2075312,2010-05-05
cate campbell,https://en.wikipedia.org/wiki/Cate_Campbell,18442258,Q261594,2008-07-15
adrian gibson,https://en.wikipedia.org/wiki/Adrian_Gibson,20130544,Q16097763,2008-11-09
nazim erdem,https://en.wikipedia.org/wiki/Nazim_Erdem,33276438,Q6983456,2011-10-02
peter doak,https://en.wikipedia.org/wiki/Peter_Doak,3632400,Q510222,2006-01-06
lucinda dunn,https://en.wikipedia.org/wiki/Lucinda_Dunn,60748713,Q38362723,2019-05-13
brittany elmslie,https://en.wikipedia.org/wiki/Brittany_Elmslie,36382398,Q2739656,2012-07-10
bernard smith (art historian),https://en.wikipedia.org/wiki/Bernard_Smith_(art_historian),8066857,Q822710,NA
bill stefaniak,https://en.wikipedia.org/wiki/Bill_Stefaniak,5166308,Q4910989,2006-05-16
liesl tesch,https://en.wikipedia.org/wiki/Liesl_Tesch,33028897,Q6544335,2011-09-09
patrick thomas (conductor),https://en.wikipedia.org/wiki/Patrick_Thomas_(conductor),19502902,Q7147724,NA
margaret rodgers (deaconess),https://en.wikipedia.org/wiki/Margaret_Rodgers_(deaconess),43023965,Q17171162,NA
albert green (australian politician),https://en.wikipedia.org/wiki/Albert_Green_(Australian_politician),13722422,Q4710351,NA
stephanie morton,https://en.wikipedia.org/wiki/Stephanie_Morton,36348080,Q7608347,2012-07-06
noel maughan,https://en.wikipedia.org/wiki/Noel_Maughan,12637967,Q16104498,2007-08-06
cody meakin,https://en.wikipedia.org/wiki/Cody_Meakin,36348258,Q5140452,2012-07-06
ryan scott (wheelchair rugby),https://en.wikipedia.org/wiki/Ryan_Scott_(wheelchair_rugby),33308644,Q7384496,NA
sally pearson,https://en.wikipedia.org/wiki/Sally_Pearson,9405102,Q6026,2007-02-09
todd hodgetts,https://en.wikipedia.org/wiki/Todd_Hodgetts,36347978,Q7812439,2012-07-06
ruth milne hall,https://en.wikipedia.org/wiki/Ruth_Milne_Hall,43558995,Q18044005,2014-08-14
yolane kukla,https://en.wikipedia.org/wiki/Yolane_Kukla,28989841,Q1966907,2010-09-29
prue watt,https://en.wikipedia.org/wiki/Prue_Watt,33300733,Q7253016,2011-10-04
david wells (admiral),https://en.wikipedia.org/wiki/David_Wells_(admiral),56807609,Q55397009,NA
michael white (psychotherapist),https://en.wikipedia.org/wiki/Michael_White_(psychotherapist),5601650,Q786213,NA
tom stephens,https://en.wikipedia.org/wiki/Tom_Stephens,12262297,Q7817684,2007-07-15
bill wood (politician),https://en.wikipedia.org/wiki/Bill_Wood_(politician),28244349,Q4911422,NA
alan clough,https://en.wikipedia.org/wiki/Alan_Clough,46498488,Q19872344,2015-04-23
donald cameron (tasmanian politician),https://en.wikipedia.org/wiki/Donald_Cameron_(Tasmanian_politician),24444335,Q5294129,NA
michael hintze,https://en.wikipedia.org/wiki/Michael_Hintze,11949515,Q6831152,2007-06-25
jack cross (footballer),https://en.wikipedia.org/wiki/Jack_Cross_(footballer),47744787,Q21070070,NA
neil perry,https://en.wikipedia.org/wiki/Neil_Perry,2837871,Q16189442,2005-10-05
abdullah saeed (professor),https://en.wikipedia.org/wiki/Abdullah_Saeed_(professor),44304354,Q18639384,NA
steven schwartz (psychologist),https://en.wikipedia.org/wiki/Steven_Schwartz_(psychologist),3655345,Q7615249,NA
jane lomax-smith,https://en.wikipedia.org/wiki/Jane_Lomax-Smith,1624939,Q6152492,NA
david parkin,https://en.wikipedia.org/wiki/David_Parkin,3376503,Q5238394,2005-12-10
paul guest (rower),https://en.wikipedia.org/wiki/Paul_Guest_(rower),50128310,Q24005611,NA
ted hamilton,https://en.wikipedia.org/wiki/Ted_Hamilton,33381800,Q16104676,2011-10-12
joseph fleming (politician),https://en.wikipedia.org/wiki/Joseph_Fleming_(politician),45222278,Q19665605,NA
peter goers,https://en.wikipedia.org/wiki/Peter_Goers,15586848,Q7174272,2008-02-04
james goldrick,https://en.wikipedia.org/wiki/James_Goldrick,10992204,Q6134711,2007-04-30
margaret white (judge),https://en.wikipedia.org/wiki/Margaret_White_(judge),40734480,Q16106505,NA
jillian gallagher,https://en.wikipedia.org/wiki/Jillian_Gallagher,62563071,Q78170637,2019-12-12
bonita mabo,https://en.wikipedia.org/wiki/Bonita_Mabo,22799621,Q4942068,2009-05-14
natalie miller,https://en.wikipedia.org/wiki/Natalie_Miller,60673621,Q63508202,2019-05-06
marilyn renfree,https://en.wikipedia.org/wiki/Marilyn_Renfree,41345485,Q16116500,2013-12-12
brian schmidt,https://en.wikipedia.org/wiki/Brian_Schmidt,6231333,Q201452,2006-08-02
james allsop,https://en.wikipedia.org/wiki/James_Allsop,17685670,Q6128666,2008-05-30
janet thomas,https://en.wikipedia.org/wiki/Janet_Thomas,54754370,Q50345091,2017-08-04
greg james (judge),https://en.wikipedia.org/wiki/Greg_James_(judge),17599866,Q5605766,NA
rod boswell,https://en.wikipedia.org/wiki/Rod_Boswell,40131746,Q19871496,2013-08-01
michele bruniges,https://en.wikipedia.org/wiki/Michele_Bruniges,37466758,Q6836707,2012-10-27
russell cooper,https://en.wikipedia.org/wiki/Russell_Cooper,1398330,Q3453451,2005-01-15
eugenie lumbers,https://en.wikipedia.org/wiki/Eugenie_Lumbers,58236178,Q56249815,2018-08-23
mandyam veerambudi srinivasan,https://en.wikipedia.org/wiki/Mandyam_Veerambudi_Srinivasan,22868263,Q11250745,2009-05-20
rhonda sharp,https://en.wikipedia.org/wiki/Rhonda_Sharp,42991555,Q17180931,2014-06-07
peter mcphee (academic),https://en.wikipedia.org/wiki/Peter_McPhee_(academic),14779244,Q7175824,NA
david russell (barrister),https://en.wikipedia.org/wiki/David_Russell_(barrister),39017253,Q15972356,NA
stirling mortlock,https://en.wikipedia.org/wiki/Stirling_Mortlock,1886621,Q737072,2005-05-14
maggie beer,https://en.wikipedia.org/wiki/Maggie_Beer,11447647,Q6730185,2007-05-27
ricky ponting,https://en.wikipedia.org/wiki/Ricky_Ponting,462001,Q472649,2004-02-09
david james skellern,https://en.wikipedia.org/wiki/David_James_Skellern,44284700,Q19668738,2014-11-03
rosemary balmford,https://en.wikipedia.org/wiki/Rosemary_Balmford,57406174,Q53333930,2018-05-13
alan bartholomai,https://en.wikipedia.org/wiki/Alan_Bartholomai,60288528,Q21502419,2019-03-21
robyn layton,https://en.wikipedia.org/wiki/Robyn_Layton,55930246,Q44168088,2017-11-30
virginia bell,https://en.wikipedia.org/wiki/Virginia_Bell,17685749,Q7934142,2008-05-30
diana bryant,https://en.wikipedia.org/wiki/Diana_Bryant,3450759,Q5271112,2005-12-17
kerry hill,https://en.wikipedia.org/wiki/Kerry_Hill,28773433,Q6394544,2010-09-10
richard menhinick,https://en.wikipedia.org/wiki/Richard_Menhinick,37157245,Q7327773,2012-09-29
thomas payne (australian politician),https://en.wikipedia.org/wiki/Thomas_Payne_(Australian_politician),49086130,Q23035617,NA
helen sham-ho,https://en.wikipedia.org/wiki/Helen_Sham-Ho,21232140,Q5703127,NA
gus mercurio,https://en.wikipedia.org/wiki/Gus_Mercurio,2779278,Q1555323,2005-09-27
peter morris (politician),https://en.wikipedia.org/wiki/Peter_Morris_(politician),13922182,Q7175954,NA
oscar whitbread,https://en.wikipedia.org/wiki/Oscar_Whitbread,39807783,Q16893633,2013-06-29
peter somerville,https://en.wikipedia.org/wiki/Peter_Somerville,12276511,Q7177029,2007-07-16
alexander stuart (australian politician),https://en.wikipedia.org/wiki/Alexander_Stuart_(Australian_politician),2771935,Q2833215,NA
sabina wolanski,https://en.wikipedia.org/wiki/Sabina_Wolanski,18914558,Q2209560,2008-08-18
torah bright,https://en.wikipedia.org/wiki/Torah_Bright,2566470,Q264875,2005-08-29
jeff hook,https://en.wikipedia.org/wiki/Jeff_Hook,5007758,Q6174087,2006-05-04
neil hamilton fairley,https://en.wikipedia.org/wiki/Neil_Hamilton_Fairley,4864744,Q2641921,2006-04-23
steve glasson,https://en.wikipedia.org/wiki/Steve_Glasson,3557865,Q7612665,2005-12-29
barbara york main,https://en.wikipedia.org/wiki/Barbara_York_Main,54821149,Q21338740,2017-08-09
william pickering (australian politician),https://en.wikipedia.org/wiki/William_Pickering_(Australian_politician),33322879,Q8016872,NA
elisabeth cummings,https://en.wikipedia.org/wiki/Elisabeth_Cummings,6951122,Q5361447,2006-09-11
michael keenan (politician),https://en.wikipedia.org/wiki/Michael_Keenan_(politician),1069097,Q6831813,NA
roger smalley,https://en.wikipedia.org/wiki/Roger_Smalley,3320219,Q15498610,2005-12-04
charlie teo,https://en.wikipedia.org/wiki/Charlie_Teo,11586722,Q5082886,2007-06-04
gerard vaughan (art historian),https://en.wikipedia.org/wiki/Gerard_Vaughan_(art_historian),51893553,Q27131873,NA
noel whittaker,https://en.wikipedia.org/wiki/Noel_Whittaker,22233073,Q7047256,2009-04-01
elizabeth cosson,https://en.wikipedia.org/wiki/Elizabeth_Cosson,5204825,Q5362622,2006-05-19
auriel andrew,https://en.wikipedia.org/wiki/Auriel_Andrew,19728670,Q4822366,2008-10-11
jill slay,https://en.wikipedia.org/wiki/Jill_Slay,61693125,Q67173365,2019-09-04
elke neidhardt,https://en.wikipedia.org/wiki/Elke_Neidhardt,30635844,Q110124,2011-01-26
penelope diane olsen,https://en.wikipedia.org/wiki/Penelope_Diane_Olsen,6609205,Q7162564,2006-08-22
john parkes,https://en.wikipedia.org/wiki/John_Parkes,28139149,Q6251938,2010-07-24
peter costello,https://en.wikipedia.org/wiki/Peter_Costello,389497,Q2546246,2003-12-05
penelope wensley,https://en.wikipedia.org/wiki/Penelope_Wensley,18310386,Q434284,2008-07-06
peter coaldrake,https://en.wikipedia.org/wiki/Peter_Coaldrake,30674692,Q7114597,2011-01-29
anne levy,https://en.wikipedia.org/wiki/Anne_Levy,33258392,Q4768535,2011-09-30
tony mcmichael,https://en.wikipedia.org/wiki/Tony_McMichael,39859058,Q17011218,2013-07-04
margaret thorsborne,https://en.wikipedia.org/wiki/Margaret_Thorsborne,12996482,Q6759962,2007-08-29
graham gunn,https://en.wikipedia.org/wiki/Graham_Gunn,3976474,Q5592871,2006-02-06
mark loane,https://en.wikipedia.org/wiki/Mark_Loane,7580962,Q3294151,2006-10-23
bille brown,https://en.wikipedia.org/wiki/Bille_Brown,2835901,Q862784,2005-10-05
jim collins (australian footballer),https://en.wikipedia.org/wiki/Jim_Collins_(Australian_footballer),47755390,Q20988904,NA
richard tognetti,https://en.wikipedia.org/wiki/Richard_Tognetti,6865401,Q3431272,2006-09-06
bruce baird,https://en.wikipedia.org/wiki/Bruce_Baird,559132,Q4977100,2004-03-28
elizabeth blackburn,https://en.wikipedia.org/wiki/Elizabeth_Blackburn,989870,Q26321,2004-09-16
robert french,https://en.wikipedia.org/wiki/Robert_French,18641710,Q7344540,2008-07-30
david hurley,https://en.wikipedia.org/wiki/David_Hurley,16442028,Q5235277,2008-03-20
ray groom,https://en.wikipedia.org/wiki/Ray_Groom,1398314,Q524500,2005-01-15
jeff harmer,https://en.wikipedia.org/wiki/Jeff_Harmer,41603467,Q16136210,2014-01-10
wendy hoy,https://en.wikipedia.org/wiki/Wendy_Hoy,61581924,Q37831174,2019-08-22
byron barnard lamont,https://en.wikipedia.org/wiki/Byron_Barnard_Lamont,10721459,Q5004408,2007-04-17
peter goldsworthy,https://en.wikipedia.org/wiki/Peter_Goldsworthy,2413285,Q5763170,2005-08-09
george cash,https://en.wikipedia.org/wiki/George_Cash,18564872,Q5537741,2008-07-24
max coltheart,https://en.wikipedia.org/wiki/Max_Coltheart,46263389,Q1912372,2015-03-30
annette dobson,https://en.wikipedia.org/wiki/Annette_Dobson,26230372,Q4769065,2010-02-17
