id,label,url,description,matchText,PossibleAlias,wikiDataMatch,wikiAusMatch
Q3900084,Perry Crosswhite,//www.wikidata.org/wiki/Q3900084,Australian basketball player,Perry Crosswhite,NA,Y,Y
Q21338697,Colin Limpus,//www.wikidata.org/wiki/Q21338697,Australian ecologist and herpetologist,Colin James Limpus,Colin James Limpus,Y,Y
Q56815961,Perry Bartlett,//www.wikidata.org/wiki/Q56815961,neuroscientist,Perry Francis Bartlett,Perry Francis Bartlett,Y,Y
Q30125950,Julie Fitzgerald,//www.wikidata.org/wiki/Q30125950,Australian judoka,Julie Fitzgerald,NA,Y,Y
Q76841327,Glenn Bourke,//www.wikidata.org/wiki/Q76841327,Australian yachtsman,Glenn Bourke,NA,Y,Y
Q1428440,Michael Clarke,//www.wikidata.org/wiki/Q1428440,Australian Cricketer,Michael Clarke,NA,Y,Y
Q7687202,Tashi Tsering,//www.wikidata.org/wiki/Q7687202,teacher in the Gelug school of Tibetan Buddhism,Tashi Tsering,NA,Y,Y
Q18686163,Cathy Foley,//www.wikidata.org/wiki/Q18686163,Australian physicist,Catherine Patricia Foley,Catherine Patricia Foley,Y,Y
Q59578575,Caroline McMillen,//www.wikidata.org/wiki/Q59578575,Australian medical and health academic,Isabella Caroline McMillen,Isabella Caroline McMillen,Y,Y
Q23696661,Tamara Davis,//www.wikidata.org/wiki/Q23696661,Australian astrophysicist,Tamara Maree Davis,Tamara Maree Davis,Y,Y
Q96148955,Simon Stuart,//www.wikidata.org/wiki/Q96148955,Australian army officer,Simon Andrew Stuart,Simon Andrew Stuart,Y,Y
Q77093205,Jonathan Mead,//www.wikidata.org/wiki/Q77093205,Royal Australian Navy officer,Jonathan Dallas Mead,Jonathan Dallas Mead,Y,Y
Q6375587,Kate Lamont,//www.wikidata.org/wiki/Q6375587,Cook and author,Kate Lamont,NA,Y,Y
Q7321393,Rhondda Jones,//www.wikidata.org/wiki/Q7321393,Australian zoologist,Rhondda Elizabeth Jones,Rhondda Elizabeth Jones,Y,Y
Q53678222,Jeffrey Lipman,//www.wikidata.org/wiki/Q53678222,researcher,Jeffrey Lipman,NA,Y,Y
Q10834574,William Stewart Logan,//www.wikidata.org/wiki/Q10834574,Australian historian of architcture,William Stewart Logan,NA,Y,Y
Q7518847,Simon Gipson,//www.wikidata.org/wiki/Q7518847,Australian teacher,Simon Gipson,NA,Y,Y
Q96187869,Sue Lopez Atkinson,//www.wikidata.org/wiki/Q96187869,early childhood educator,Sue Margaret Lopez Atkinson,Sue Margaret Lopez Atkinson,Y,Y
Q4662139,Aaron Kearney,//www.wikidata.org/wiki/Q4662139,Broadcaster and journalist,Aaron Kearney,NA,Y,Y
Q42636594,Christine Phillips,//www.wikidata.org/wiki/Q42636594,researcher,Christine Phillips,NA,Y,Y
Q59737370,Christine Phillips,//www.wikidata.org/wiki/Q59737370,researcher ORCID ID = 0000-0001-8397-0333,Christine Phillips,NA,Y,Y
Q19667874,Christine Phillips,//www.wikidata.org/wiki/Q19667874,Australian architect,Christine Phillips,NA,Y,Y
Q60141411,Jeanine Young,//www.wikidata.org/wiki/Q60141411,researcher ORCID ID = 0000-0003-3849-3392,Jeanine Young,NA,Y,Y
Q16730730,Susan Kenny,//www.wikidata.org/wiki/Q16730730,Australian judge,Susan Coralie Kenny,Susan Coralie Kenny,Y,Y
Q56249737,Sean Dorney,//www.wikidata.org/wiki/Q56249737,Australian journalist,Sean Christopher Dorney,Sean Christopher Dorney,Y,Y
Q3161747,Jan Sardi,//www.wikidata.org/wiki/Q3161747,Australian screenwriter,Jan Vittorio Sardi,Jan Vittorio Sardi,Y,Y
Q20011413,Bruce Chapman,//www.wikidata.org/wiki/Q20011413,Australian economist,Bruce James Chapman,Bruce James Chapman,Y,Y
Q6660082,Liz Constable,//www.wikidata.org/wiki/Q6660082,Australian politician,Elizabeth Constable,Elizabeth Constable,Y,Y
Q16095896,Martin Tenni,//www.wikidata.org/wiki/Q16095896,Australian politician,Martin James Tenni,Martin James Tenni,Y,Y
Q4706579,Alan Eggleston,//www.wikidata.org/wiki/Q4706579,Australian politician,Alan Eggleston,NA,Y,Y
Q56440911,Brigid Jordan,//www.wikidata.org/wiki/Q56440911,paediatric social worker and researcher,Brigid Jordan,NA,Y,Y
Q91980063,Winita Hardikar,//www.wikidata.org/wiki/Q91980063,researcher (ORCID 0000-0003-4277-2773),Winita Hardikar,NA,Y,Y
Q90094726,Lynn Gillam,//www.wikidata.org/wiki/Q90094726,researcher,Lynn Gillam,NA,Y,Y
Q14954682,Judyth Watson,//www.wikidata.org/wiki/Q14954682,nurse,Judyth Watson,NA,Y,Y
Q40115591,Brad Norman,//www.wikidata.org/wiki/Q40115591,Australian marine biologist,Brad Norman,NA,Y,Y
Q57079384,Alison Harcourt,//www.wikidata.org/wiki/Q57079384,Australian mathematician,Alison Grant Harcourt,Alison Grant Harcourt,Y,Y
Q46851655,Shi Xue Dou,//www.wikidata.org/wiki/Q46851655,researcher,Shi Xue Dou,NA,Y,Y
Q6765739,Marita Cheng,//www.wikidata.org/wiki/Q6765739,Australian roboticist,Marita Cheng,NA,Y,Y
Q24851696,Maree Smith,//www.wikidata.org/wiki/Q24851696,Australian pharmacist,Maree Therese Smith,Maree Therese Smith,Y,Y
Q16885683,Michelle Simmons,//www.wikidata.org/wiki/Q16885683,British-Australian quantum physicist,Michelle Yvonne Simmons,Michelle Yvonne Simmons,Y,Y
Q18166645,Frances Šeparović,//www.wikidata.org/wiki/Q18166645,chemist,Frances Šeparović,NA,Y,Y
Q19877853,Linda Richards,//www.wikidata.org/wiki/Q19877853,"Australian neurobiologist, educator and researcher",Linda Jane Richards,Linda Jane Richards,Y,Y
Q6524158,Leo Radom,//www.wikidata.org/wiki/Q6524158,Australian chemist,Leo Radom,NA,Y,Y
Q57904930,Neville Exon,//www.wikidata.org/wiki/Q57904930,marine geologist and researcher,Neville Frank Exon,Neville Frank Exon,Y,Y
Q69627764,Hala Zreiqat,//www.wikidata.org/wiki/Q69627764,biomedical engineer,Hala Zreiqat,NA,Y,Y
Q58418645,Peta Ashworth,//www.wikidata.org/wiki/Q58418645,chemical engineer,Peta Ashworth,NA,Y,Y
Q705993,Luc Longley,//www.wikidata.org/wiki/Q705993,Australian basketball player and coach,Lucien James Longley,Lucien James Longley,Y,Y
Q6375711,Kate Palmer,//www.wikidata.org/wiki/Q6375711,Australian netball player and administrator,Kathryn Palmer,Kathryn Palmer,Y,Y
Q4684966,Adrian David Cheok,//www.wikidata.org/wiki/Q4684966,"Australian computer scientist, politician, and Professor in Tokyo",Adrian David Cheok,NA,Y,Y
Q64623642,Michael Davis,//www.wikidata.org/wiki/Q64623642,Australian space lawyer,Michael Edward Davis,Michael Edward Davis,Y,Y
Q6775037,Martin Bowles,//www.wikidata.org/wiki/Q6775037,Australian public servant,Martin Gerard Bowles,Martin Gerard Bowles,Y,Y
Q64620762,Derek Byerlee,//www.wikidata.org/wiki/Q64620762,"Australian agricultural researcher, economist and policy advisor",Derek Byerlee,NA,Y,Y
Q18166244,Brenda Wilson,//www.wikidata.org/wiki/Q18166244,Australian businesswoman,Brenda Wilson,NA,Y,Y
Q37838595,Lex Doyle,//www.wikidata.org/wiki/Q37838595,Australian pediatrician,Lex William Doyle,Lex William Doyle,Y,Y
Q56060108,Terence Worthington,//www.wikidata.org/wiki/Q56060108,Australian judge,Terence Anthony Worthington,Terence Anthony Worthington,Y,Y
Q43378568,Monika Schmidt,//www.wikidata.org/wiki/Q43378568,Australian judge,Monika Schmidt,NA,Y,Y
Q4767710,Annabelle Bennett,//www.wikidata.org/wiki/Q4767710,Australian judge,Annabelle Claire Bennett,Annabelle Claire Bennett,Y,Y
Q7308759,Reginald Ian Barrett,//www.wikidata.org/wiki/Q7308759,Australian judge,Reginald Ian Barrett,NA,Y,Y
Q3195505,Kerry Heysen-Hicks,//www.wikidata.org/wiki/Q3195505,Australian film producer,Kerry Margaret Heysen-Hicks,Kerry Margaret Heysen-Hicks,Y,Y
Q16732990,Debra Mullins,//www.wikidata.org/wiki/Q16732990,Australian judge,Debra Ann Mullins,Debra Ann Mullins,Y,Y
Q3312283,John Finnis,//www.wikidata.org/wiki/Q3312283,Australian legal scholar and philosopher,John Mitchell Finnis,John Mitchell Finnis,Y,Y
Q5397741,Ruth Bishop,//www.wikidata.org/wiki/Q5397741,Australian virologist,Ruth Frances Bishop,Ruth Frances Bishop,Y,Y
Q41669212,Geoffrey Isbister,//www.wikidata.org/wiki/Q41669212,Australian toxicologist,Geoffrey Isbister,NA,Y,Y
Q38802580,Andrew Biankin,//www.wikidata.org/wiki/Q38802580,Australian clinician-scientist,Andrew Victor Biankin,Andrew Victor Biankin,Y,Y
Q40187053,Mark von Itzstein,//www.wikidata.org/wiki/Q40187053,medical researcher in structural biology and glycochemistry,Mark von Itzstein,NA,Y,Y
Q21165015,Alan Frederick Cowman,//www.wikidata.org/wiki/Q21165015,Scientist,Alan Frederick Cowman,NA,Y,Y
Q37373213,David A. Mackey,//www.wikidata.org/wiki/Q37373213,ophthalmologist and medical researcher,David Anthony Mackey,David Anthony Mackey,Y,Y
Q89722146,Karim M Khan,//www.wikidata.org/wiki/Q89722146,researcher,Karim M Khan,NA,Y,Y
Q96118745,Fiona Judd,//www.wikidata.org/wiki/Q96118745,Australian clinical psychiatrist and academic,Fiona Kathleen Judd,Fiona Kathleen Judd,Y,Y
Q64518460,David Burke,//www.wikidata.org/wiki/Q64518460,Australian neurophysiologist,David James Burke,David James Burke,Y,Y
Q88086105,Jayashri Kulkarni,//www.wikidata.org/wiki/Q88086105,researcher,Jayashri Kulkarni,NA,Y,Y
Q61741188,Jayashri Kulkarni,//www.wikidata.org/wiki/Q61741188,Professor of Psychiatry,Jayashri Kulkarni,NA,Y,Y
Q28925005,Ruth McNair,//www.wikidata.org/wiki/Q28925005,Australian obstetrician and LGBTI researcher,Ruth Patricia McNair,Ruth Patricia McNair,Y,Y
Q49564679,Christine Kilpatrick,//www.wikidata.org/wiki/Q49564679,Australian neurologist and medical researcher and administrator,Christine Julie Kilpatrick,Christine Julie Kilpatrick,Y,Y
Q7279079,Rachael Kohn,//www.wikidata.org/wiki/Q7279079,Australian writer and broadcaster,Rachael Linda Kohn,Rachael Linda Kohn,Y,Y
Q60608741,Judy Tierney,//www.wikidata.org/wiki/Q60608741,Australian journalist,Judy Tierney,NA,Y,Y
Q6519670,Leigh Sales,//www.wikidata.org/wiki/Q6519670,Australian journalist,Leigh Peta Sales,Leigh Peta Sales,Y,Y
Q75782657,Mary Anne Kirkpatrick,//www.wikidata.org/wiki/Q75782657,died 1891,Mary Anne Kirkpatrick,NA,Y,Y
Q70731997,Elizabeth Mary Chiarella,//www.wikidata.org/wiki/Q70731997,researcher,Elizabeth Mary Chiarella,NA,Y,Y
Q47193440,Megan-Jane Johnstone,//www.wikidata.org/wiki/Q47193440,Australian nursing educator and researcher,Megan-Jane Johnstone,NA,Y,Y
Q39818657,Debra Jackson,//www.wikidata.org/wiki/Q39818657,nursing educator and researcher,Debra Elizabeth Jackson,Debra Elizabeth Jackson,Y,Y
Q3018541,Dave Nilsson,//www.wikidata.org/wiki/Q3018541,Australian baseball player,David Wayne Nilsson,David Wayne Nilsson,Y,Y
Q962049,Frank Sedgman,//www.wikidata.org/wiki/Q962049,Australian tennis player,Francis Arthur Sedgman,Francis Arthur Sedgman,Y,Y
Q3807042,Jan Cameron,//www.wikidata.org/wiki/Q3807042,"Australian swimmer, Olympic silver medallist, coach",Janice Gabrielle Cameron,Janice Gabrielle Cameron,Y,Y
Q25755189,Don Tregonning,//www.wikidata.org/wiki/Q25755189,Australian professional tennis player and coach,Donald Philip Tregonning,Donald Philip Tregonning,Y,Y
Q5362577,Elizabeth Chong,//www.wikidata.org/wiki/Q5362577,Australian celebrity chef,Elizabeth Chong,NA,Y,Y
Q4685686,Adrienne Cahalan,//www.wikidata.org/wiki/Q4685686,Australian sailor,Adrienne Margaret Cahalan,Adrienne Margaret Cahalan,Y,Y
Q5258732,Dennis Meredith,//www.wikidata.org/wiki/Q5258732,Australian field hockey player,Dennis Meredith,NA,Y,Y
Q5248305,Deborah Lawrie,//www.wikidata.org/wiki/Q5248305,Australian aviator,Deborah Jane Lawrie,Deborah Jane Lawrie,Y,Y
Q43135,Kevin Rudd,//www.wikidata.org/wiki/Q43135,"Australian politician, 26th Prime Minister of Australia",Kevin Michael Rudd,Kevin Michael Rudd,Y,Y
Q66490681,Susan Kippax,//www.wikidata.org/wiki/Q66490681,Australian social psychologist,Susan Caroline Kippax,Susan Caroline Kippax,Y,Y
Q1929043,Michael Robert Kennedy,//www.wikidata.org/wiki/Q1929043,Australian priest,Michael Robert Kennedy,NA,Y,Y
Q76708273,Jake Ellwood,//www.wikidata.org/wiki/Q76708273,Australian army officer,Justin Frederick Ellwood,Justin Frederick Ellwood,Y,Y
Q96119748,Sue Murphy,//www.wikidata.org/wiki/Q96119748,Australian civil engineer and business executive,Susan Lee Murphy,Susan Lee Murphy,Y,Y
Q7344780,Robert Gillies,//www.wikidata.org/wiki/Q7344780,Australian politician,Robert Gillies,NA,Y,Y
Q5486623,Frank Fisher,//www.wikidata.org/wiki/Q5486623,Australian rugby league footballer,Frank Fisher,NA,Y,Y
Q86927470,Jessica Smith,//www.wikidata.org/wiki/Q86927470,Australian Paralympic swimmer and motivational speaker,Jessica Tace Smith,Jessica Tace Smith,Y,Y
Q4440,Eric Bana,//www.wikidata.org/wiki/Q4440,Australian film and television actor,Eric Bana,NA,Y,Y
Q52636191,George Mye,//www.wikidata.org/wiki/Q52636191,Australian Torres Strait Islander activist,Jacob George Mye,Jacob George Mye,Y,Y
Q527055,Darren Hayes,//www.wikidata.org/wiki/Q527055,Australian singer-songwriter,Darren Stanley Hayes,Darren Stanley Hayes,Y,Y
Q4086613,Carrie Bickmore,//www.wikidata.org/wiki/Q4086613,"Australian journalist, radio presenter and television presenter",Carrie Bickmore,NA,Y,Y
Q983452,Guy Sebastian,//www.wikidata.org/wiki/Q983452,Australian singer-songwriter,Guy Theodore Sebastian,Guy Theodore Sebastian,Y,Y
Q5232113,David Campbell,//www.wikidata.org/wiki/Q5232113,"Australian singer, stage performer and television presenter",David Joseph Campbell,David Joseph Campbell,Y,Y
Q129591,Hugh Jackman,//www.wikidata.org/wiki/Q129591,Australian actor and producer,Hugh Michael Jackman,Hugh Michael Jackman,Y,Y
Q6820995,Meryl Tankard,//www.wikidata.org/wiki/Q6820995,Australian ballet dancer,Meryl Tankard,NA,Y,Y
Q712579,Li Cunxin,//www.wikidata.org/wiki/Q712579,Chinese-born Australian ballet dancer and artist director,Cunxin Li,Cunxin Li,Y,Y
Q96120863,Kay Van Norton Poche,//www.wikidata.org/wiki/Q96120863,Australian philanthropist,Kay Ellen Van Norton Poche,Kay Ellen Van Norton Poche,Y,Y
Q21932435,Cassandra Kelly,//www.wikidata.org/wiki/Q21932435,"international advisor, speaker and company director",Cassandra Leigh Kelly,Cassandra Leigh Kelly,Y,Y
Q96120562,Carol Schwartz,//www.wikidata.org/wiki/Q96120562,"Australian business executive, lawyer and philanthropist",Carol Judith Schwartz,Carol Judith Schwartz,Y,Y
Q53568318,Kathryn Fagg,//www.wikidata.org/wiki/Q53568318,"Australian engineer, a board member and board chair",Kathryn Joy Fagg,Kathryn Joy Fagg,Y,Y
Q83100565,Nan Bosler,//www.wikidata.org/wiki/Q83100565,Australian community activist and writer,Nancy Deloi Bosler,Nancy Deloi Bosler,Y,Y
Q6759554,Margaret Jackson,//www.wikidata.org/wiki/Q6759554,Australian corporate executive,Margaret Jackson,NA,Y,Y
Q62003665,Sarah-Jane Clarke,//www.wikidata.org/wiki/Q62003665,Australian fashion designer,Sarah-Jane Clarke,NA,Y,Y
Q6260826,John Tierney,//www.wikidata.org/wiki/Q6260826,Australian politician,John William Tierney,John William Tierney,Y,Y
Q6968504,Natasha Stott Despoja,//www.wikidata.org/wiki/Q6968504,Australian politician,Natasha Jessica Stott Despoja,Natasha Jessica Stott Despoja,Y,Y
Q6227168,John Cornwall,//www.wikidata.org/wiki/Q6227168,Australian politician,John Robert Cornwall,John Robert Cornwall,Y,Y
Q21175237,John E. Scanlon,//www.wikidata.org/wiki/Q21175237,Australian attorney with Australian and international environmental organizations,John Erik Scanlon,John Erik Scanlon,Y,Y
Q57004917,Rosemary Johnston,//www.wikidata.org/wiki/Q57004917,professor of education,Rosemary Ross Johnston,Rosemary Ross Johnston,Y,Y
Q76577662,J. Bruce Jacobs,//www.wikidata.org/wiki/Q76577662,American-born Australian academic,Jeffrey Bruce Jacobs,Jeffrey Bruce Jacobs,Y,Y
Q17523828,Josephine Flood,//www.wikidata.org/wiki/Q17523828,Australian archaeologist,Josephine Mary Flood,Josephine Mary Flood,Y,Y
Q64665944,Rae Cooper,//www.wikidata.org/wiki/Q64665944,Australian professor and researcher,Rachel Claire Cooper,Rachel Claire Cooper,Y,Y
Q59684921,Yi Min Xie,//www.wikidata.org/wiki/Q59684921,civil engineer and academic researcher,Yi Min Xie,NA,Y,Y
Q58143378,Dharmendra Sharma,//www.wikidata.org/wiki/Q58143378,computer scientist and academic researcher,Dharmendra Prakash Sharma,Dharmendra Prakash Sharma,Y,Y
Q5592411,Graeme Turner,//www.wikidata.org/wiki/Q5592411,Australian academic,Graeme Turner,NA,Y,Y
Q21606943,Helen Patricia Ramsay,//www.wikidata.org/wiki/Q21606943,botanist,Helen Patricia Ramsay,NA,Y,Y
Q77484961,Bev Overton,//www.wikidata.org/wiki/Q77484961,Australian botanist,Beverley Maeling Overton,Beverley Maeling Overton,Y,Y
Q96119326,Elizabeth Martin,//www.wikidata.org/wiki/Q96119326,Australian academic and dental researcher,Fjelda Elizabeth Martin,Fjelda Elizabeth Martin,Y,Y
Q7176537,Peter Rathjen,//www.wikidata.org/wiki/Q7176537,Australian medical researcher,Peter David Rathjen,Peter David Rathjen,Y,Y
Q21463152,Katherine Belov,//www.wikidata.org/wiki/Q21463152,Australian scientist and geneticist,Katherine Belov,NA,Y,Y
Q5431233,Faith Thomas,//www.wikidata.org/wiki/Q5431233,Australian cricketer,Faith Thomas,NA,Y,Y
Q645067,Ricky Grace,//www.wikidata.org/wiki/Q645067,American-Australian basketball player,Ricky Grace,NA,Y,Y
Q21063268,Tilman Ruff,//www.wikidata.org/wiki/Q21063268,Australian physician,Tilman Alfred Ruff,Tilman Alfred Ruff,Y,Y
Q5363269,Elizabeth North,//www.wikidata.org/wiki/Q5363269,"suburb of Adelaide, South Australia",Elizabeth North,NA,Y,Y
Q54941473,Marie Porter,//www.wikidata.org/wiki/Q54941473,Australian women and children's advocate/academic and activist,Marie Porter,NA,Y,Y
Q54906851,Virginia Spate,//www.wikidata.org/wiki/Q54906851,Australian art historian,Virginia Margaret Spate,Virginia Margaret Spate,Y,Y
Q6264134,John William Cotter,//www.wikidata.org/wiki/Q6264134,Australian soldier,John William Cotter,NA,Y,Y
Q7815955,Tom Gleisner,//www.wikidata.org/wiki/Q7815955,Australian actor and director,Thomas Edmund Gleisner,Thomas Edmund Gleisner,Y,Y
Q6235843,John Goss,//www.wikidata.org/wiki/Q6235843,Australian racing driver,John Goss,NA,Y,Y
Q16106274,John Goss,//www.wikidata.org/wiki/Q16106274,Australian politician,John Goss,NA,Y,Y
Q6206077,Joanne Broadbent,//www.wikidata.org/wiki/Q6206077,Australian female cricketer,Joanne Broadbent,NA,Y,Y
Q21063295,Christobel Saunders,//www.wikidata.org/wiki/Q21063295,British-Australian oncology surgeon,Christobel Mary Saunders,Christobel Mary Saunders,Y,Y
Q25513876,Rose Amal,//www.wikidata.org/wiki/Q25513876,Indonesian-Australian chemical engineer,Rose Amal,NA,Y,Y
Q2919671,Kate Grenville,//www.wikidata.org/wiki/Q2919671,Australian writer and teacher of creative writing,Catherine Elizabeth Grenville,Catherine Elizabeth Grenville,Y,Y
Q56440759,Robyn H. Guymer,//www.wikidata.org/wiki/Q56440759,ophthalmologist and researcher,Robyn Heather Guymer,Robyn Heather Guymer,Y,Y
Q280870,Jill Bilcock,//www.wikidata.org/wiki/Q280870,Australian film editor,Jill Elizabeth Bilcock,Jill Elizabeth Bilcock,Y,Y
Q16733451,Michael Noonan,//www.wikidata.org/wiki/Q16733451,Senior officer in the Royal Australian Navy,Michael Joseph Noonan,Michael Joseph Noonan,Y,Y
Q23771352,Paul McLachlan,//www.wikidata.org/wiki/Q23771352,Australian military officer,Paul David McLachlan,Paul David McLachlan,Y,Y
Q85433418,Geoffrey Arthur Williams,//www.wikidata.org/wiki/Q85433418,"Australian ecologist, conservation biologist and owner of Lorien Wildlife Refuge and Conservation Area",Geoffrey Arthur Williams,NA,Y,Y
Q5577247,Goff Letts,//www.wikidata.org/wiki/Q5577247,Australian politician,Godfrey Alan Letts,Godfrey Alan Letts,Y,Y
Q62007080,Helen Brownlee,//www.wikidata.org/wiki/Q62007080,Australian canoeist and Olympic administrator,Helen Margaret Brownlee,Helen Margaret Brownlee,Y,Y
Q6227867,John Cuneo,//www.wikidata.org/wiki/Q6227867,Australian sailor,John Bruce Cuneo,John Bruce Cuneo,Y,Y
Q1502988,Geoff Harcourt,//www.wikidata.org/wiki/Q1502988,Australian academic economist,Geoffrey Colin Harcourt,Geoffrey Colin Harcourt,Y,Y
Q1700698,John Kerin,//www.wikidata.org/wiki/Q1700698,Australian politician,John Charles Kerin,John Charles Kerin,Y,Y
Q7344883,Robert Gottliebsen,//www.wikidata.org/wiki/Q7344883,Australian journalist,Robert Norman Gottliebsen,Robert Norman Gottliebsen,Y,Y
Q7183266,Philip Brady,//www.wikidata.org/wiki/Q7183266,Australian media personality,Philip Stuart Brady,Philip Stuart Brady,Y,Y
Q5110292,Christian Zahra,//www.wikidata.org/wiki/Q5110292,Australian politician,Christian John Zahra,Christian John Zahra,Y,Y
Q373488,Lee Tarlamis,//www.wikidata.org/wiki/Q373488,Australian politician,Lee Reginald Tarlamis,Lee Reginald Tarlamis,Y,Y
Q5240784,David Walker,//www.wikidata.org/wiki/Q5240784,Australian academic historian,David Robert Walker,David Robert Walker,Y,Y
Q22019632,John William Wilson,//www.wikidata.org/wiki/Q22019632,Australian architect,John William Wilson,NA,Y,Y
Q2356897,Barbara G. Briggs,//www.wikidata.org/wiki/Q2356897,botanist,Barbara Gillian Briggs,Barbara Gillian Briggs,Y,Y
Q6551674,Linda Jackson,//www.wikidata.org/wiki/Q6551674,Australian fashion designer and retailer,Linda Jackson,NA,Y,Y
Q48472257,Arman Abrahimzadeh,//www.wikidata.org/wiki/Q48472257,Australian activist,Arman Abrahimzadeh,NA,Y,Y
Q16037897,Robert Murray Smith,//www.wikidata.org/wiki/Q16037897,Australian politician and agent-general,Robert Murray Smith,NA,Y,Y
Q25184192,David Smith,//www.wikidata.org/wiki/Q25184192,Western Australian politician,David Lawrence Smith,David Lawrence Smith,Y,Y
Q19879108,Ian Smith,//www.wikidata.org/wiki/Q19879108,Australian businessman and lobbyist,Ian Richard Smith,Ian Richard Smith,Y,Y
Q29589031,Deepak Vinayak,//www.wikidata.org/wiki/Q29589031,"Indian-Australian public figure from Melbourne, Victoria",Deepak Vinayak,NA,Y,Y
Q77982236,Jennifer Westacott,//www.wikidata.org/wiki/Q77982236,Australian businesswoman,Jennifer Anne Westacott,Jennifer Anne Westacott,Y,Y
Q6281158,Joseph Assaf,//www.wikidata.org/wiki/Q6281158,Australian businessman,Joseph Assaf,NA,Y,Y
Q229040,Dawn Fraser,//www.wikidata.org/wiki/Q229040,Australian swimmer and politician,Dawn Fraser,NA,Y,Y
Q56051624,Dawn Fraser Baths,//www.wikidata.org/wiki/Q56051624,"tidal salt water pool in Balmain, New South Wales, Australia",Dawn Fraser Baths,NA,Y,Y
Q4768893,Anne Wills,//www.wikidata.org/wiki/Q4768893,Australian television presenter,Anne Shirley Wills,Anne Shirley Wills,Y,Y
Q24682145,David Cooper,//www.wikidata.org/wiki/Q24682145,Australian immunologist,David Albert Cooper,David Albert Cooper,Y,Y
Q23017422,Bruce Fink,//www.wikidata.org/wiki/Q23017422,founder of Global Television (Australia),Bruce Fink,NA,Y,Y
Q6377048,Kathryn Harby-Williams,//www.wikidata.org/wiki/Q6377048,Australian netball player,Kathryn Harby-Williams,NA,Y,Y
Q16193625,John Hatzistergos,//www.wikidata.org/wiki/Q16193625,Australian politician,John Hatzistergos,NA,Y,Y
Q64009045,Phillip Thompson,//www.wikidata.org/wiki/Q64009045,Australian politician,Phillip Bruce Thompson,Phillip Bruce Thompson,Y,Y
Q7364841,Ronald Eric Johnstone,//www.wikidata.org/wiki/Q7364841,Australian ornithologist,Ronald Eric Johnstone,NA,Y,Y
Q41799667,Roberta Barkworth Shepherd,//www.wikidata.org/wiki/Q41799667,Australian physiotherapist,Roberta Barkworth Shepherd,NA,Y,Y
Q76681163,Su Baker,//www.wikidata.org/wiki/Q76681163,Australian artist and university administrator,Sue Elizabeth Baker,Sue Elizabeth Baker,Y,Y
Q56233428,Suzanne K. Chambers,//www.wikidata.org/wiki/Q56233428,Australian researcher in psycho-oncology,Suzanne Kathleen Chambers,Suzanne Kathleen Chambers,Y,Y
Q55106278,Shurlee Swain,//www.wikidata.org/wiki/Q55106278,Australian social welfare historian,Shurlee Lesley Swain,Shurlee Lesley Swain,Y,Y
Q5052554,Catherine Branson,//www.wikidata.org/wiki/Q5052554,Australian judge,Catherine Margaret Branson,Catherine Margaret Branson,Y,Y
Q5562186,Gillian Aldridge,//www.wikidata.org/wiki/Q5562186,Australian politician,Gillian Mary Aldridge,Gillian Mary Aldridge,Y,Y
Q4758092,Andrew Murray,//www.wikidata.org/wiki/Q4758092,Australian politician,Andrew James Marshall Murray,Andrew James Marshall Murray,Y,Y
Q25490545,Alex Byrne,//www.wikidata.org/wiki/Q25490545,Australian librarian,John Alexander Byrne,John Alexander Byrne,Y,Y
Q6257427,John Sharp,//www.wikidata.org/wiki/Q6257427,Australian politician,John Randall Sharp,John Randall Sharp,Y,Y
Q15485653,Noel Kelly,//www.wikidata.org/wiki/Q15485653,Australian rugby league footballer and coach,Noel Raymond Kelly,Noel Raymond Kelly,Y,Y
Q33693782,Peter J. Smith,//www.wikidata.org/wiki/Q33693782,Australian botanist,Peter John Smith,Peter John Smith,Y,Y
Q67222775,Robin Creyke,//www.wikidata.org/wiki/Q67222775,Australian legal academic,Robin Mary Creyke,Robin Mary Creyke,Y,Y
Q5534494,Geoffrey Burnstock,//www.wikidata.org/wiki/Q5534494,British-Australian neuroscientist,Geoffrey Burnstock,NA,Y,Y
Q18378958,Brian Owler,//www.wikidata.org/wiki/Q18378958,Australian neurosurgeon,Brian Kenneth Owler,Brian Kenneth Owler,Y,Y
Q7457809,Sever Sternhell,//www.wikidata.org/wiki/Q7457809,Australian chemist,Sever Sternhell,NA,Y,Y
Q55329619,Susan Butler,//www.wikidata.org/wiki/Q55329619,Australian lexicographer,Susan Margaret Butler,Susan Margaret Butler,Y,Y
Q27058495,Terri Cater,//www.wikidata.org/wiki/Q27058495,Australian sprinter and middle-distance runner,Terri Anne Cater,Terri Anne Cater,Y,Y
Q54918107,Susan Provan,//www.wikidata.org/wiki/Q54918107,Australian performing arts producer,Susan Mary Provan,Susan Mary Provan,Y,Y
Q18057058,Erica Smyth,//www.wikidata.org/wiki/Q18057058,Australian geologist,Erica Lee Smyth,Erica Lee Smyth,Y,Y
Q28949164,San Thang,//www.wikidata.org/wiki/Q28949164,Vietnamese-Australian chemist,San Hoa Thang,San Hoa Thang,Y,Y
Q15486005,Jeremy Fisher,//www.wikidata.org/wiki/Q15486005,Australian writer,Jeremy Allan Fisher,Jeremy Allan Fisher,Y,Y
Q7149540,Paul Broughton,//www.wikidata.org/wiki/Q7149540,"Australian rugby league footballer, coach and administrator",Paul Broughton,NA,Y,Y
